,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
20,12666.7,19485.2,20697.2,11345.0,2432.4,1765.2,6879.8,10019.5,6485.6,10223.6,11519.4,5817.4,4590.9,14825.7,2990.0,15025.2,2227.6,13789.4,2141.8,1638.5,0.0,1855.8,3938.9,6100.7,5294.3,4806.3,3147.5,5251.6,2510.4,4596.9,3647.8,6071.0,15052.5,1680.7,2204.5,2703.0,13019.4,14643.3,1353.3,15786.3,16233.6,2742.8,11500.8,10908.0,9885.7,7236.4,16437.3,3518.7,2720.5,8247.8,21991.4,2485.1,3434.1,18888.8,17176.6,3309.7,12715.0,3042.1,13311.3,8685.3,2247.7,12455.0,7929.3,5104.9,4986.6,16617.0,12238.7,12206.1,12352.4,11715.2
21,12510.0,19286.5,19003.0,11188.4,1712.7,2906.4,6388.5,8960.5,5994.2,9164.6,10397.3,5479.3,4392.2,14627.0,3728.9,13966.3,3601.8,12730.4,2880.7,2381.7,1855.8,0.0,2862.6,5125.4,4218.0,3730.0,2299.4,4175.4,1434.1,3520.6,2571.6,6776.5,12813.7,1720.7,1405.8,1861.6,10780.6,12404.5,2273.5,13547.5,15476.5,1717.9,9262.1,8669.2,7646.9,6160.1,16475.5,2442.4,3642.8,6009.0,19752.6,2087.2,2357.8,16650.0,16201.4,2233.5,11638.7,3964.4,11072.5,6446.5,3013.6,10216.3,6405.8,3830.8,3973.5,14378.3,11263.5,9967.3,12465.6,9476.4
22,10395.7,17046.7,16862.1,9074.0,1658.3,4761.0,3869.4,5023.9,3475.1,5767.6,5923.7,3365.0,2140.0,12387.2,5585.1,11825.4,7585.1,10589.5,4736.8,4237.9,3938.9,2862.6,0.0,2664.6,2145.8,1657.9,2428.2,2734.4,2419.5,1514.7,2831.4,9192.8,11208.5,5165.1,2950.1,3074.1,9175.5,9860.7,4377.0,11942.4,12797.6,3798.0,7656.9,7064.1,5617.1,4089.2,13001.3,1704.9,6770.7,3431.6,18147.4,3661.7,2248.9,15044.9,13740.5,2854.9,10197.8,8794.5,9467.3,4123.3,5119.1,4898.0,3471.1,1683.9,1254.4,12773.1,8802.7,8362.1,8916.3,7871.2
23,11214.2,14109.0,14233.9,9892.5,3525.3,7017.1,2974.8,4191.5,2580.5,4395.5,5628.2,4214.3,3637.0,12108.3,7183.0,9197.2,7142.6,7961.4,6472.9,5989.8,6100.7,5125.4,2664.6,0.0,2144.5,2721.8,3525.6,3349.0,5179.6,2571.5,5689.8,11652.2,9566.4,8023.5,4732.8,3919.4,8007.9,7196.0,5760.3,8794.9,10133.0,6656.4,7987.1,7394.3,6231.8,5012.9,10336.7,4655.0,6691.9,4049.0,15131.4,4881.6,5180.9,12584.7,11075.9,5713.3,10817.9,7918.2,10206.1,4737.8,7977.5,6796.3,1828.7,2547.9,1864.9,11452.7,6138.1,6857.6,6251.7,7297.8
24,9274.0,15993.4,16064.0,7952.4,2943.9,8271.5,3153.8,4308.4,2596.0,5052.0,5208.2,2243.0,2336.2,11333.9,10379.6,11027.2,8876.1,9791.4,9534.5,5453.7,5294.3,4218.0,2145.8,2144.5,0.0,1988.5,3402.2,2222.1,4255.1,1367.6,4562.0,14090.4,10868.9,6895.7,3906.5,4170.7,9310.4,8498.5,7267.7,10097.4,11435.5,5528.6,7693.9,7101.1,5496.4,3970.6,11639.2,3450.4,8199.3,3644.9,16433.9,4978.1,4053.1,13887.2,12378.4,4585.5,10082.4,9425.6,9504.4,4003.1,6849.7,4779.4,2187.2,2634.4,2401.1,12810.1,7440.6,8160.1,7554.2,6421.5
25,8786.0,15505.4,16717.3,7464.4,2455.9,7783.5,3409.9,4564.5,2707.1,5081.1,7539.6,1755.1,1848.2,10845.9,9891.6,11283.5,8388.1,10047.6,9046.5,5878.9,4806.3,3730.0,1657.9,2721.8,1988.5,0.0,3487.2,1543.8,3573.8,1465.6,3888.8,13417.2,10359.6,6222.5,4008.9,4133.9,8326.6,6837.0,5435.9,10585.3,11923.5,4855.4,6808.0,6215.2,4427.4,2901.6,12127.1,2769.1,8687.3,2243.8,16921.9,4720.6,3379.9,14196.0,12866.4,3912.3,9013.4,9851.9,8618.4,2933.0,6176.5,3710.4,2676.5,3122.3,2889.1,11924.2,7928.6,4909.5,8042.2,7022.3
26,12275.5,17320.1,17445.0,10953.8,1475.2,4204.9,4436.0,5590.6,4041.7,6334.2,8839.3,5675.5,4017.0,14431.9,5070.6,12408.3,5030.2,11172.4,4360.5,3481.7,3147.5,2299.4,2428.2,3525.6,3402.2,3487.2,0.0,4399.2,2256.1,2248.3,2889.3,9740.5,13131.4,3959.9,1911.1,1472.7,11098.4,10268.7,3246.9,11867.5,13205.6,3779.5,9579.8,8987.0,7281.8,5753.9,13409.3,2740.9,4780.2,5096.3,18204.1,2280.1,2656.3,15657.4,14148.5,2836.3,11862.5,6006.5,11390.2,5788.0,5121.1,6562.7,3970.6,1531.3,1609.6,14696.0,9210.7,10285.0,9324.3,9794.1
27,7701.5,15038.3,16250.3,6379.8,3532.5,7653.8,3400.3,4554.9,2697.1,5071.1,7072.5,1745.0,1718.5,10378.8,9761.9,11556.5,8258.4,10031.9,8916.8,9239.6,5251.6,4175.4,2734.4,3349.0,2222.1,1543.8,4399.2,0.0,2983.6,2549.7,3298.7,12827.1,9221.2,5632.3,5095.0,5220.8,5697.2,7321.1,6363.3,9955.0,12373.3,4265.3,5669.5,5076.7,3472.0,2876.2,12577.0,2178.9,10418.2,1285.7,16160.1,5806.7,2789.8,13057.5,13316.2,3322.1,8049.0,9261.8,7480.0,1974.5,5586.3,3684.4,3123.4,4206.4,3973.2,10785.7,8378.4,4883.8,8492.0,4393.0
28,10685.1,17503.6,18715.6,9363.4,1503.2,2658.3,6383.9,8731.3,5680.7,10353.1,9537.8,5801.1,2609.3,12844.1,4989.0,14021.8,3888.3,13219.9,4140.8,3583.0,2510.4,1434.1,2419.5,5179.6,4255.1,3573.8,2256.1,2983.6,0.0,3354.0,1844.2,7218.7,12086.4,1880.4,2111.4,2233.1,10053.3,11677.2,3379.6,12820.2,14749.1,1641.8,8534.7,7941.9,6919.5,7212.9,15748.1,1715.1,4702.1,5281.7,19025.2,2823.0,1630.5,15922.7,16138.7,1506.1,11152.2,5146.6,10345.2,5719.1,3630.6,9488.9,6168.0,3728.9,3806.8,13650.9,12025.8,9239.9,11738.3,8749.1
29,10251.2,17217.3,16490.9,8929.5,2312.8,5693.9,3497.7,4652.3,3103.5,5396.0,5552.1,3220.4,2310.5,12557.8,6170.1,11454.1,8239.6,10218.3,5321.9,4822.9,4596.9,3520.6,1514.7,2571.5,1367.6,1465.6,2248.3,2549.7,3354.0,0.0,3528.1,13056.5,10647.0,5861.7,3411.7,3150.3,8613.9,6979.8,4747.6,10729.6,12067.7,4494.6,7095.3,6502.5,5032.0,3506.3,12271.3,2413.5,7762.1,2848.1,17066.1,3908.3,3019.1,14483.3,13010.6,3551.5,9618.1,9491.1,8905.8,3538.5,5815.7,4315.1,2819.4,2138.5,1905.3,12211.5,8072.8,5514.2,8186.4,7309.7
30,11507.7,16932.6,18144.6,10186.1,2025.0,3557.0,6913.2,8160.3,6541.2,9782.1,8966.9,5230.1,2038.3,12273.1,7134.8,13450.8,5631.3,12648.9,6289.7,6612.6,3647.8,2571.6,2831.4,5689.8,4562.0,3888.8,2889.3,3298.7,1844.2,3528.1,0.0,11583.7,10249.5,4388.9,4397.4,4521.4,8216.4,9840.3,6005.9,10983.3,12912.3,3021.9,6697.8,6105.0,5082.7,5376.0,13911.2,1647.5,9174.7,3444.8,17188.4,5109.1,1546.3,14085.8,16754.5,2078.7,9824.2,8018.4,8508.3,3882.3,4342.9,7652.0,5471.9,3993.2,3760.0,11814.0,10188.9,7403.1,9901.4,6912.2
31,15525.4,26461.0,27673.0,14203.8,8276.5,5525.2,16441.6,17688.7,16069.6,15733.3,18495.3,14758.5,11566.7,21801.5,6221.2,22979.2,5368.7,22177.3,5368.7,5592.4,6071.0,6776.5,9192.8,11652.2,14090.4,13417.2,9740.5,12827.1,7218.7,13056.5,11583.7,0.0,15587.2,1883.8,3137.4,3608.5,13554.1,15178.0,2054.0,16321.0,18250.0,2806.4,12035.5,11442.7,10420.4,10713.7,19248.9,3791.8,3247.7,8782.5,22526.1,3185.7,3707.2,19423.5,17877.2,3582.9,16751.2,3327.5,13846.0,9220.0,1968.2,12989.7,8630.0,5805.5,5687.3,17151.7,12939.4,12740.8,15239.1,12249.9
32,15201.1,6982.1,8194.1,13879.5,12267.2,15221.1,6475.9,5326.5,6902.5,5086.7,4271.4,5598.1,9593.3,2836.1,17329.2,3457.0,15825.7,3116.4,16484.0,16806.9,15052.5,12813.7,11208.5,9566.4,10868.9,10359.6,13131.4,9221.2,12086.4,10647.0,10249.5,15587.2,0.0,13109.8,13458.5,13580.2,1887.3,2695.1,14726.8,1531.2,3460.1,11742.7,3616.4,4362.1,5342.8,5428.9,4552.2,10871.6,17895.6,8026.9,8098.5,14170.2,10787.0,4995.9,6568.2,10799.6,15202.8,16739.2,2708.5,7608.0,13063.8,4578.2,10527.4,12400.9,12167.7,2724.1,4616.4,3359.8,3475.6,3299.7
33,13841.3,19266.2,20478.2,12519.7,3220.7,1501.7,9246.8,10494.0,8874.8,12115.7,11300.5,7563.7,4371.9,14606.8,5599.7,15784.5,4096.2,14982.5,4754.6,2728.2,1680.7,1720.7,5165.1,8023.5,6895.7,6222.5,3959.9,5632.3,1880.4,5861.7,4388.9,1883.8,13109.8,0.0,2551.6,3085.1,11522.7,13146.6,2694.6,14289.6,16218.6,1246.1,10004.2,9411.3,8389.0,8682.3,17217.6,2750.3,4064.6,6751.1,20494.7,2979.5,2665.7,17392.1,20060.9,2710.9,13898.1,5360.7,11814.6,7188.6,1401.3,10958.4,9574.7,5025.9,5481.0,15120.3,13495.2,10709.4,13207.7,10218.5
34,12796.5,19615.0,18652.2,11474.8,1997.1,3261.9,6037.7,8609.8,5643.4,8813.8,10046.5,5763.8,4720.7,14955.5,3797.2,13615.5,3737.8,12379.7,2948.9,2450.0,2204.5,1405.8,2950.1,4732.8,3906.5,4008.9,1911.1,5095.0,2111.4,3411.7,4397.4,3137.4,13458.5,2551.6,0.0,1328.5,11131.4,11788.3,2062.1,13898.3,14725.2,2068.7,9612.8,9020.0,7997.7,6411.7,14928.9,2793.2,3817.6,6359.8,20103.4,1504.6,2708.6,17000.8,15668.2,2584.2,11989.5,4296.0,11423.3,6797.3,3263.2,10567.0,6420.9,3297.6,3375.9,14729.0,10730.3,10318.1,10844.0,9827.2
35,12922.2,17713.9,17838.8,11600.6,2121.1,3744.1,5204.5,7796.4,4810.3,8000.4,9233.1,6444.0,4663.8,15077.2,4421.0,12802.1,4380.6,11566.2,3710.9,2832.1,2703.0,1861.6,3074.1,3919.4,4170.7,4133.9,1472.7,5220.8,2233.1,3150.3,4521.4,3608.5,13580.2,3085.1,1328.5,0.0,11714.0,10666.0,2343.6,12264.8,13602.9,2987.7,10195.4,9602.5,8580.2,6397.9,13806.6,3375.7,4040.0,5740.3,18601.4,1504.4,3291.1,16054.7,14545.9,3166.8,12506.4,5266.3,12005.8,6432.0,4367.7,7206.7,5298.6,2175.3,2253.6,15311.6,9608.1,10327.6,9721.7,10409.7
36,13168.1,8146.9,9358.9,11846.4,10234.1,13188.0,5411.6,4262.2,6407.2,4022.4,3207.2,4119.5,7560.3,3468.9,15296.1,4714.1,13792.6,3437.0,14451.0,14773.8,13019.4,10780.6,9175.5,8007.9,9310.4,8326.6,11098.4,5697.2,10053.3,8613.9,8216.4,13554.1,1887.3,11522.7,11131.4,11714.0,0.0,1519.4,13649.1,3007.6,4751.7,10665.0,1924.2,2851.4,3452.7,3704.8,5522.7,9793.9,16817.9,6949.2,10099.0,13092.5,9709.3,6996.4,7425.1,9721.9,14125.1,15661.5,1781.8,4915.2,11986.1,2851.2,6877.1,11323.2,11090.0,4724.7,3176.1,1630.9,3340.6,1744.8
37,14792.0,9133.0,9257.9,13470.3,10721.3,14811.9,4599.7,3450.4,5026.4,3210.5,2395.3,5743.5,9184.2,4563.7,16920.0,3349.2,15416.5,2072.0,13669.0,13185.9,14643.3,12404.5,9860.7,7196.0,8498.5,6837.0,10268.7,7321.1,11677.2,6979.8,9840.3,15178.0,2695.1,13146.6,11788.3,10666.0,1519.4,0.0,14210.9,1668.0,3412.1,12764.0,4637.7,4150.1,4751.4,4402.7,3988.7,11892.8,15142.5,9048.2,8793.7,13332.2,11808.2,5691.1,6085.6,11820.9,16224.1,17760.5,2904.7,6213.9,14085.1,3552.1,5881.1,7944.2,7711.0,3374.6,2167.4,2333.6,1828.5,2935.1
